,country,year,fin_dev_dep,fin_dep,bank_share_dep,bank_prcrdt,all_prcrdt,bank_share_prcrdt,bank_asgdp,net_int,bank_roa,bank_roe,ins_asset,life_ins,nonlife_ins,stock_mrkt,stock_trade,private_penfunds,mutual_funds
264,India,2009,60.705,60.705,100,44.521,44.521,100,63.441,2.731,0.989,14.117,15.93,3.424,0.402,70.232,73.492,,10.619
265,India,2010,59.586,59.586,100,44.06,44.06,100,62.245,3.085,1.095,15.683,18.323,3.41,0.384,88.56,65.947,,8.341
266,India,2011,62.834,62.834,100,47.794,47.794,100,66.045,3.349,1.076,15.406,18.493,3.338,0.407,70.899,46.389,79339.089,6.296
267,India,2012,63.071,63.071,100,48.74,48.74,100,67.337,3.068,0.979,13.978,18.129,2.887,0.453,58.824,32.637,91066.866,7.591
268,India,2013,63.647,63.647,100,49.791,49.791,100,68.705,3.011,0.988,13.885,16.418,2.557,0.48,62.225,29.884,95039.862,7.186
269,India,2014,64.256,64.256,100,49.79,49.79,100,68.677,2.85,0.753,10.611,16.704,2.525,0.484,65.838,30.967,111527.013,8.45
270,India,2015,64.413,64.413,100,49.794,49.794,100,68.673,2.9,0.308,4.241,17.357,2.398,0.471,70.766,34.593,127659.387,9.262
271,India,2016,66.058,66.058,100,48.815,48.815,100,69.768,2.842,0.471,6.174,17.369,2.417,0.472,67.066,34.238,149329.721,10.766
272,Indonesia,2000,41.073,41.073,100,16.23,16.23,100,40.211,4.899,0.44,9.039,,0.493,0.5,26.513,9.924,,
273,Indonesia,2001,39.789,39.789,100,15.848,15.848,100,40.581,3.728,0.834,20.423,2.03,0.516,0.6,14.007,6.321,3232.867,
274,Indonesia,2002,39.443,39.443,100,16.46,16.46,100,37.918,4.472,1.391,19.717,2.073,0.58,0.648,14.18,5.891,4496.644,
275,Indonesia,2003,37.501,37.501,100,17.7,17.7,100,35.594,5.268,1.769,21.133,2.237,0.641,0.616,18.43,5.572,5600.709,
276,Indonesia,2004,35.476,35.476,100,19.823,19.823,100,34.154,5.878,2.35,24.638,2.551,0.752,0.601,24.346,6.585,5960.172,
277,Indonesia,2005,32.64,32.64,100,20.794,20.794,100,31.94,5.847,1.584,16.214,2.477,0.744,0.557,25.644,8.225,6195.32,
278,Indonesia,2006,31.725,31.725,100,20.724,20.724,100,30.079,6.414,1.716,17.391,2.594,0.882,0.49,30.704,9.548,8310.421,
279,Indonesia,2007,31.237,31.237,100,20.769,20.769,100,28.877,6.092,1.685,16.652,3.017,1.084,0.455,40.321,15.453,9332.718,
280,Indonesia,2008,29.452,29.452,100,21.43,21.43,100,28.15,5.615,1.134,15.497,2.502,0.948,0.439,30.234,16.55,7904.11,
281,Indonesia,2009,29.769,29.769,100,22.351,23.512,95,28.392,6.596,1.899,19.448,2.988,1.016,0.411,28.216,14.472,11495.745,
282,Indonesia,2010,29.888,29.888,100,22.278,24.659,90,27.477,6.842,2.262,21.473,3.411,1.019,0.363,39.878,13.418,13982.872,
283,Indonesia,2011,30.313,30.313,100,24.053,26.797,90,28.404,6.245,2.267,20.058,3.508,1.098,0.368,42.726,11.966,15057.761,
284,Indonesia,2012,31.877,31.877,100,27.156,30.312,90,31.57,5.842,2.311,19.548,3.826,1.19,0.371,43.195,10.404,15899.69,
285,Indonesia,2013,32.832,32.832,100,29.761,33.143,90,34.69,5.232,2.128,17.581,3.945,1.074,0.398,40.382,9.966,12929.691,2.028
286,Indonesia,2014,32.921,32.921,100,30.736,34.038,90,35.83,5.679,2.156,17.354,4.36,1.018,0.431,40.229,9.888,14963.023,2.294
287,Indonesia,2015,33.646,33.646,100,31.48,35.983,87,36.944,5.702,1.752,13.353,4.356,1.102,0.434,42.077,8.993,14505.599,2.367
288,Indonesia,2016,34.383,34.383,100,31.871,37.733,84,38.045,6.391,1.718,11.925,4.662,1.217,0.415,41.807,8.879,17034.717,2.735
289,Singapore,2000,97.766,106.26,92,93.642,103.222,91,113.219,2.182,1.136,10.489,27.416,5.146,0.982,178.617,104.614,,166.755
290,Singapore,2001,103.057,110.671,93,107.927,116.639,93,131.208,0.449,0.557,6.211,37.105,9.021,1.165,146.717,90.824,,190.881
291,Singapore,2002,102.374,108.599,94,107.58,114.467,94,132.833,1.337,0.907,27.012,40.308,7.013,1.406,117.426,72.53,,207.486
292,Singapore,2003,103.461,108.014,96,102.687,107.832,95,128.757,0.147,0.368,12.375,45.502,5.894,1.44,129.292,81.382,,273.457
293,Singapore,2004,97.778,100.695,97,94.945,98.459,96,118.56,3.318,1.999,20.185,44.516,6.001,1.164,161.847,90.928,,294.497
294,Singapore,2005,93.723,96.55,97,88.425,91.877,96,109.318,2.015,1.214,11.003,44.342,5.275,0.934,186.569,89.435,,338.656
295,Singapore,2006,95.982,98.846,97,82.54,85.892,96,102.593,1.867,1.545,13.852,44.487,5.59,0.853,219.158,103.238,,377.289
296,Singapore,2007,96.748,99.895,97,79.104,82.417,96,99.377,1.89,1.27,12.312,43.587,5.723,0.806,259.026,157.809,,430.147
297,Singapore,2008,110.9,114.639,97,93.268,96.973,96,116.86,2.227,1.284,12.916,38.142,5.468,0.905,222.081,173.804,,315.396
298,Singapore,2009,118.528,121.922,97,96.467,99.633,97,122.836,1.935,1.048,9.872,43.763,4.441,0.94,189.872,128.36,,427.77
299,Singapore,2010,113.988,116.791,98,90.875,93.385,97,116.77,1.771,1.29,11.299,41.601,4.162,0.869,242.605,120.672,,414.092
300,Singapore,2011,115.826,118.486,98,98.138,100.667,97,123.682,1.608,1.057,9.639,40.704,4.392,0.848,234.81,109.541,159255.468,380.797
301,Singapore,2012,119.77,122.773,98,108.225,111.086,97,134.426,1.653,1.266,11.792,42.52,4.281,0.847,231.903,91.407,187818.544,440.925
302,Singapore,2013,119.983,123.218,97,117.062,120.067,97,142.819,1.594,1.063,10.542,41.984,4.684,0.827,244.775,87.453,199670.737,472.367
303,Singapore,2014,120.215,123.461,97,125.375,128.42,98,151.507,1.516,0.959,10.15,40.274,5.247,0.809,236.575,75.654,208112.675,591.305
304,Singapore,2015,115.612,118.94,97,123.076,126.138,98,149.437,1.417,0.933,9.687,40.035,5.488,0.796,216.396,62.14,211578.23,605.983
305,Singapore,2016,117.574,120.852,97,123.855,126.856,98,150.297,1.386,0.866,8.831,41.596,5.918,0.771,200.102,60.336,226913.734,623.327
306,China,2000,35.149,35.149,100,104.834,104.834,100,111.519,2.455,0.431,6.458,,0.863,0.604,38.091,61.598,,
307,China,2001,37.135,37.135,100,104.795,104.795,100,113.085,2.077,0.451,8.957,,1.166,0.621,41.64,45.363,,
308,China,2002,39.811,39.811,100,107.82,107.82,100,117.843,4.003,0.649,17.403,,1.702,0.632,33.874,27.128,,
309,China,2003,42.3,42.3,100,113.142,113.142,100,123.478,3.478,0.677,19.361,,0.851,0.626,30.231,21.718,,
310,China,2004,42.777,42.777,100,112.368,112.368,100,122.766,2.155,0.444,8.049,7.346,1.748,0.67,24.694,23.066,5956.624,
311,China,2005,41.739,41.739,100,106.31,106.31,100,116.464,2.661,0.599,19.805,8.114,1.715,0.651,18.74,19.958,8426.061,
312,China,2006,40.973,40.973,100,101.114,101.114,100,110.694,1.838,0.809,15.66,8.985,1.624,0.683,28.057,28.12,11653.668,
313,China,2007,40.469,40.469,100,96.287,96.287,100,105.759,3.627,1.271,19.93,10.722,1.643,0.735,78.448,103.539,20808.805,12.226
314,China,2008,40.416,40.416,100,97.236,97.236,100,106.658,3.232,1.019,18.186,10.507,2.084,0.73,74.271,119.987,27960.671,6.014
315,China,2009,44.807,44.807,100,107.935,107.935,100,117.642,2.283,1.006,18.165,11.688,2.132,0.822,52.402,114.91,37096.16,7.472
316,China,2010,49.066,49.066,100,115.674,115.674,100,125.551,2.731,1.14,20.01,12.358,2.357,0.948,62.422,132.243,42413.444,5.996
317,China,2011,47.814,47.814,100,116.296,116.296,100,125.95,3.176,0.793,13.144,12.422,1.79,0.951,51.084,102.627,56658.573,4.49
318,China,2012,45.658,45.658,100,119.838,119.838,100,129.633,2.679,0.964,15.597,13.644,1.647,0.985,42.213,69.781,76650.343,5.127
319,China,2013,44.737,44.737,100,125.157,125.157,100,135.104,2.976,1.122,17.941,13.899,1.579,1.042,40.429,67.013,98895.517,5.084
320,China,2014,43.886,43.886,100,131.568,131.568,100,141.895,2.84,1.089,16.996,15.713,1.684,1.114,47.907,94.587,125657.787,7.157
321,China,2015,44.802,44.802,100,139.924,139.924,100,152.885,4.073,1.545,22.441,17.859,1.894,1.143,64.104,231.53,146745.744,11.419
322,China,2016,50.846,50.846,100,149.196,149.196,100,168.162,2.286,0.962,13.828,20.264,2.337,1.173,67.602,249.173,159357.104,10.928
323,Japan,2000,219.797,219.797,100,186.508,186.508,100,225.792,1.487,0.088,2.852,64.828,5.27,1.656,80.437,47.321,,8.695
324,Japan,2001,201.885,201.885,100,146.876,185.006,79,189.136,1.228,-0.069,-0.888,65.588,5.16,1.605,58.837,45.328,535081.214,7.861
325,Japan,2002,183.954,183.954,100,105.116,183.656,57,146.93,1.267,-0.694,-15.469,66.409,5.096,1.661,51.755,41.054,586729.099,7.248
326,Japan,2003,185.306,185.306,100,98.887,181.049,55,146.26,1.456,-0.756,-20.768,67.428,5.194,1.633,58.401,47.267,516703.838,7.725
327,Japan,2004,184.425,184.425,100,94.645,175.991,54,146.841,1.389,-0.148,-1.217,68.285,5.351,1.603,69.863,61.854,387820.64,8.164
328,Japan,2005,183.742,183.742,100,94.47,172.053,55,148.461,1.227,0.061,1.124,74.157,5.613,1.58,84.751,81.246,281840.036,9.729
329,Japan,2006,182.909,182.909,100,95.877,170.557,56,151.181,1.138,0.501,10.545,73.864,5.471,1.561,98.962,106.26,,12.58
330,Japan,2007,180.419,180.419,100,94.501,164.161,58,149.159,1.196,0.436,8.278,72.522,5.38,1.498,98.196,132.702,,15.59
331,Japan,2008,187.116,187.116,100,97.934,163.66,60,156.007,1.249,0.279,5.72,69.341,5.445,1.417,80.385,136.887,,11.266
332,Japan,2009,200.412,200.412,100,103.201,168.213,61,173.231,1.13,-0.136,-3.33,70.392,5.988,1.469,64.405,102.147,,12.49
333,Japan,2010,200.178,200.178,100,100.104,161.349,62,177.542,1.119,0.219,5.128,69.001,6.064,1.428,64.611,73.763,,13.639
334,Japan,2011,208.44,208.44,100,100.957,160.555,63,184.162,1.126,0.256,6.217,71.17,6.549,1.501,61.289,73.264,1068565.75,11.958
335,Japan,2012,212.432,212.432,100,100.686,158.312,64,184.909,1.023,0.276,5.544,74.439,6.751,1.533,55.032,61.919,965097.133,17.624
336,Japan,2013,213.906,213.906,100,101.83,158.609,64,182.03,0.887,0.293,5.756,74.441,6.388,1.611,71.474,85.22,867930.465,22.278
337,Japan,2014,217.465,217.465,100,103.427,161.119,64,178.264,0.915,0.313,5.914,76.608,6.839,1.629,88.858,108.542,869084.027,24.04
338,Japan,2015,215.043,215.043,100,101.376,159.35,64,166.879,0.819,0.296,5.589,73.82,6.82,1.626,99.649,112.039,,30.055
339,Japan,2016,218.631,218.631,100,102.566,161.19,64,160.684,0.76,0.255,4.876,74.662,6.009,1.594,105.5,115.931,,29.397
340,Australia,2000,60.894,60.894,100,81.16,81.16,100,85.474,2.538,0.086,1.301,40.319,5.774,3.048,97.78,50.163,,82.355
341,Australia,2001,61.759,61.759,100,82.888,82.888,100,86.182,1.787,-0.444,-8.438,39.977,5.416,3.163,91.79,55.896,263407.725,88.276
342,Australia,2002,63.064,63.064,100,84.284,84.284,100,86.6,1.438,0.424,7.476,38.694,4.7,2.697,94.642,66.587,292622.88,90.284
343,Australia,2003,65.034,65.034,100,89.632,89.632,100,90.679,1.151,1.138,16.237,40.822,3.875,2.652,107.874,79.76,358915.039,111.131
344,Australia,2004,68.014,68.014,100,94.399,94.399,100,95.022,0.588,0.491,10.312,41.128,3.916,2.491,121.907,86.643,442936.375,103.687
345,Australia,2005,69.646,69.646,100,98.528,98.528,100,98.875,3.463,2.079,29.988,41.687,3.539,2.389,117.57,85.967,583888.268,100.961
346,Australia,2006,72.889,72.889,100,104.089,104.089,100,104.289,3.316,1.705,25.257,41.798,3.62,2.288,128.221,99.304,678162.183,115.841
347,Australia,2007,82.087,82.087,100,109.468,115.695,95,109.874,2.264,1.169,17.994,40.838,4.543,2.165,143.971,133.355,1014340.569,139.842
348,Australia,2008,92.004,92.004,100,115.672,127.304,91,116.572,2.021,0.863,13.756,31.956,2.27,2.058,104.158,115.679,1095339.382,79.804
349,Australia,2009,95.611,95.611,100,123.216,133.413,92,125.22,2.027,0.61,9.471,25.277,3.178,2.177,98.001,82.641,867428.773,129.212
350,Australia,2010,92.796,92.796,100,120.831,129.294,93,123.426,2.053,0.911,13.131,24.175,3.136,2.077,129.55,93.328,1017081.539,127.022
351,Australia,2011,94.211,94.211,100,118.866,126.619,94,121.111,2.092,0.938,14.101,22.679,3.134,2.071,101.896,86.276,1437783.991,103.113
352,Australia,2012,98.065,98.065,100,121.106,128.32,94,123.413,1.895,0.795,12.497,23.069,2.875,2.183,85.756,67.91,1426024.236,107.824
353,Australia,2013,93.71,93.71,100,121.101,127.865,95,124.131,1.904,0.814,12.998,23.924,3.071,2.266,87.423,53.822,1482945.643,103.039
354,Australia,2014,89.38,89.38,100,123.379,129.891,95,127.31,1.975,0.883,14.455,24.418,3.891,2.227,85.804,48.139,1681786.338,109.767
355,Australia,2015,102.579,102.579,100,131.144,137.536,95,135.435,1.566,0.777,12.838,24.455,3.561,2.217,87.551,51.583,1517612.539,114.333
356,Australia,2016,104.85,104.85,100,135.034,141.369,96,140.222,1.803,0.604,9.584,19.809,3.031,2.209,95.48,60.083,1532849.39,148.224
